t,reference,measured,noisy
303.25,0.2,0.36955197700381687,0.36955197700381687
303.255,0.2,0.26331643712369907,0.26331643712369907
303.26,0.2,-0.011425241215270965,-0.011425241215270965
303.265,0.2,-0.19099942107540505,-0.19099942107540505
303.27,0.2,-0.2408744720109245,-0.2408744720109245
303.275,0.2,-0.11085885879118088,-0.11085885879118088
303.28,0.2,0.0854051344746309,0.0854051344746309
303.285,0.2,0.3681256232890537,0.3681256232890537
303.29,0.2,0.4105471309044978,0.4105471309044978
303.295,0.2,0.2778886633164498,0.2778886633164498
303.3,0.2,0.11923036842528217,0.11923036842528217
303.305,0.2,-0.34040053266977177,-0.34040053266977177
303.31,0.2,-0.3580988497716596,-0.3580988497716596
303.315,0.2,-0.3707819690468108,-0.3707819690468108
303.32,0.2,0.057522517531776896,0.057522517531776896
303.325,0.2,0.35151483700784797,0.35151483700784797
303.33,0.2,0.35165362064253736,0.35165362064253736
303.335,0.2,0.3056637769101521,0.3056637769101521
303.34,0.2,0.09163709941501884,0.09163709941501884
303.345,0.2,-0.3062972595198118,-0.3062972595198118
303.35,0.2,-0.26052620397919585,-0.26052620397919585
303.355,0.2,-0.2005174524826213,-0.2005174524826213
303.36,0.2,0.14164532068780153,0.14164532068780153
303.365,0.2,0.4994414427995657,0.4994414427995657
303.37,0.2,0.5639553759483734,0.5639553759483734
303.375,0.2,0.23117703076888588,0.23117703076888588
303.38,0.2,0.22516907986966295,0.22516907986966295
303.385,0.2,-0.05863758493729154,-0.05863758493729154
303.39,0.2,-0.2915093792613104,-0.2915093792613104
303.395,0.2,-0.23872544190510603,-0.23872544190510603
303.4,0.2,0.13891764567209947,0.13891764567209947
303.405,0.2,0.6041773203988797,0.6041773203988797
303.41,0.2,0.5232223971138992,0.5232223971138992
303.415,0.2,0.4403441463942213,0.4403441463942213
303.42,0.2,0.1060681446454348,0.1060681446454348
303.425,0.2,0.09421304601359826,0.09421304601359826
303.43,0.2,-0.2516651299491299,-0.2516651299491299
303.435,0.2,-0.004764338213792685,-0.004764338213792685
303.44,0.2,0.056935435342562596,0.056935435342562596
303.445,0.2,0.41642125789114526,0.41642125789114526
303.45,0.2,0.5106074345762355,0.5106074345762355
303.455,0.2,0.45088237211945115,0.45088237211945115
303.46,0.2,0.3260145376423864,0.3260145376423864
303.465,0.2,-0.06755066110349235,-0.06755066110349235
303.47,0.2,0.03891724085950163,0.03891724085950163
303.475,0.2,-0.14137743305409028,-0.14137743305409028
303.48,0.2,0.08162172438992633,0.08162172438992633
303.485,0.2,0.5291613698549297,0.5291613698549297
303.49,0.2,0.5244853190133577,0.5244853190133577
303.495,0.2,0.4414957329851282,0.4414957329851282
303.5,0.2,0.16728104573069058,0.16728104573069058
303.505,0.2,-0.16036423243942244,-0.16036423243942244
303.51,0.2,-0.3325226295917466,-0.3325226295917466
303.515,0.2,0.1297830471781402,0.1297830471781402
303.52,0.2,0.1549048270839022,0.1549048270839022
303.525,0.2,0.5621804471573554,0.5621804471573554
303.53,0.2,0.5876066741114764,0.5876066741114764
303.535,0.2,0.3886255083560623,0.3886255083560623
303.54,0.2,0.17685661201068267,0.17685661201068267
303.545,0.2,0.004457615556255651,0.004457615556255651
303.55,0.2,-0.10861574623721214,-0.10861574623721214
303.555,0.2,-0.30523665969400465,-0.30523665969400465
303.56,0.2,0.20420943017333795,0.20420943017333795
303.565,0.2,0.5127724749175535,0.5127724749175535
303.57,0.2,0.7700197297596527,0.7700197297596527
303.575,0.2,0.2526201789355004,0.2526201789355004
303.58,0.2,0.31499595639605543,0.31499595639605543
303.585,0.2,-0.1163535086704151,-0.1163535086704151
303.59,0.2,-0.23175142219900124,-0.23175142219900124
303.595,0.2,-0.13379646713518512,-0.13379646713518512
303.6,0.2,0.20746709172093658,0.20746709172093658
303.605,0.2,0.537321857716093,0.537321857716093
303.61,0.2,0.6179397261207858,0.6179397261207858
303.615,0.2,0.6670233957217094,0.6670233957217094
303.62,0.2,0.11159430075084359,0.11159430075084359
303.625,0.2,0.07838163167990865,0.07838163167990865
303.63,0.2,-0.08138414472796296,-0.08138414472796296
303.635,0.2,-0.13915969411932305,-0.13915969411932305
303.64,0.2,0.36397587878351473,0.36397587878351473
303.645,0.2,0.42733899124016445,0.42733899124016445
303.65,0.2,0.5616125282122874,0.5616125282122874
303.655,0.2,0.5295694089537017,0.5295694089537017
303.66,0.2,0.3116793105762302,0.3116793105762302
303.665,0.2,-0.13820097142089094,-0.13820097142089094
303.67,0.2,-0.2893635183157178,-0.2893635183157178
303.675,0.2,-0.13438381644586372,-0.13438381644586372
303.68,0.2,0.13840369495837587,0.13840369495837587
