t,true_position,command
210.355,0.0,0.04998992649584118
210.36,0.0,0.049926224890130357
210.365,0.0,0.04973790523915503
210.37,0.0,0.04938363708456057
210.375,0.0,0.048905335192805134
210.38,0.0,0.04843915099070777
210.385,0.0,0.04817939162975488
210.39,0.0196,0.0482918907265769
210.395,0.0315,0.04881955841878813
210.4,0.0386,0.04965784921090059
210.405,0.0428,0.05063582499814508
210.41,0.0451,0.051645157178564556
210.415,0.0464,0.052706537359474906
210.42,0.0471,0.05393487959911133
210.425,0.0477,0.055462230257458354
210.43,0.0483,0.05737523950271964
210.435,0.049,0.05967769434473594
210.44,0.0498,0.062284426731381445
210.445,0.0508,0.06506748787047752
210.45,0.0518,0.06794191500443592
210.455,0.0529,0.07092047890119771
210.46,0.0543,0.07409277844468701
210.465,0.056,0.07755982885465884
210.47,0.058,0.08134847350125401
210.475,0.0603,0.08532580851500868
210.48,0.0628,0.08919399425663974
210.485,0.0655,0.09260440384321889
210.49,0.0683,0.09530320747056123
210.495,0.0714,0.09720250792481794
210.5,0.0746,0.09836542427667327
210.505,0.0781,0.09894090056471795
210.51,0.0818,0.09906649802588677
210.515,0.0855,0.09878750705588876
210.52,0.0889,0.09805969670504339
210.525,0.0918,0.09682926393283331
210.53,0.0942,0.09512297430833241
210.535,0.096,0.09309484222623829
210.54,0.0972,0.09101078159102839
210.545,0.0979,0.0891738525801938
210.55,0.0981,0.08781464137740323
210.555,0.0978,0.0870095684543323
210.56,0.0971,0.08668852831313553
210.565,0.0959,0.08672949050945575
210.57,0.0943,0.08707484398888186
210.575,0.0926,0.08778916150205104
210.58,0.091,0.0890216016792433
210.585,0.0895,0.09090749877514287
210.59,0.0885,0.09347852655078481
210.595,0.0878,0.09662144428806474
210.6,0.0874,0.10009299347980219
210.605,0.0874,0.10360016418526602
210.61,0.0878,0.10692144305817015
210.615,0.0887,0.10999148894186112
210.62,0.0901,0.11289614072648331
210.625,0.0921,0.11578889043734389
210.63,0.0947,0.11877493665138437
210.635,0.0976,0.12182622038694152
210.64,0.1007,0.12478102922642742
210.645,0.1038,0.12743036276992037
210.65,0.1069,0.1296349768720797
210.655,0.1099,0.13139658703508403
210.66,0.1129,0.13284435242608786
210.665,0.1159,0.13416238645711687
210.67,0.1189,0.1355073071051421
210.675,0.1218,0.13694764763028786
210.68,0.1245,0.13844785200044155
210.685,0.1269,0.1399150685077914
210.69,0.129,0.1412925711469085
210.695,0.1308,0.14262665307428635
210.7,0.1324,0.144040126641198
210.705,0.1339,0.14564456107233104
210.71,0.1355,0.1474788200792
210.715,0.137,0.14949620830253763
210.72,0.1384,0.15157761784427742
210.725,0.1398,0.1535692053454274
210.73,0.1413,0.15534085738182934
210.735,0.1427,0.15685301536389223
210.74,0.1443,0.15818746874392575
210.745,0.146,0.15948483267522798
210.75,0.1478,0.16082833260225465
210.755,0.1497,0.16217765043349106
210.76,0.1516,0.1633970218469137
210.765,0.1534,0.16434430129805808
210.77,0.1551,0.1649606112065837
210.775,0.1566,0.1653106848882464
210.78,0.158,0.16554954891894674
210.785,0.1594,0.16583774801273105
210.79,0.1608,0.1662598842398587
210.795,0.162,0.1667836507280014
210.8,0.1631,0.16727895986115088
210.805,0.1639,0.1676040727096451
210.81,0.1645,0.1677162144835586
210.815,0.165,0.16773193166330197
210.82,0.1654,0.1678967537218715
210.825,0.1659,0.1684801489869585
210.83,0.1663,0.16965196172323488
210.835,0.1668,0.17140887850599548
210.84,0.1671,0.17359196474925426
210.845,0.1674,0.17598466847105415
210.85,0.1675,0.17842723081129802
210.855,0.1678,0.18087056056891182
210.86,0.1683,0.18335008217300686
210.865,0.1692,0.1859111040663805
210.87,0.1706,0.18770500855041955
210.875,0.1723,0.18820975717161237
210.88,0.1743,0.18865394137798439
210.885,0.1764,0.18900266462946808
210.89,0.1787,0.18924736630436684
210.895,0.1811,0.1894113994420411
210.9,0.1834,0.18954167210126202
210.905,0.1852,0.18968763686870382
210.91,0.1865,0.18987620870752284
210.915,0.1874,0.1901003003032861
210.92,0.1881,0.19032937883750203
210.925,0.1886,0.1905312924192634
210.93,0.1889,0.1906901708042771
210.935,0.1892,0.19081473807821842
210.94,0.1894,0.1909341355238478
210.945,0.1897,0.19108046157213482
210.95,0.1899,0.19126959162174045
210.955,0.1901,0.19149348346162073
210.96,0.1903,0.1917257309871322
210.965,0.1905,0.1919355535419913
210.97,0.1906,0.1921031533476268
210.975,0.1908,0.19222968664052248
210.98,0.1909,0.192338786735297
210.985,0.1911,0.1924674370788262
210.99,0.1913,0.19264669613986707
210.995,0.1915,0.19288342740864978
211.0,0.1917,0.1931570242229293
211.005,0.1919,0.19343219138269638
211.01,0.1921,0.19367817414226987
211.015,0.1922,0.19388463519815957
211.02,0.1923,0.19406626676557517
211.025,0.1925,0.19425187646069692
211.03,0.1927,0.19446362748357585
211.035,0.1929,0.19470100565796503
211.04,0.1932,0.1949400730974065
211.045,0.1934,0.19514666100574152
211.05,0.1937,0.19529561944272822
211.055,0.1939,0.19538765094106364
211.06,0.1941,0.19545410910008024
211.065,0.1943,0.19554223660608105
211.07,0.1945,0.1956880093902074
211.075,0.1947,0.19589727088607298
211.08,0.1949,0.1961466279039144
211.085,0.1951,0.19639898764179495
211.09,0.1952,0.19662468565267527
211.095,0.1953,0.19681751209269557
211.1,0.1954,0.1969953420339487
211.105,0.1956,0.1971853115782425
211.11,0.1958,0.1974037653264983
211.115,0.196,0.19764371062356417
211.12,0.1962,0.19787642375542533
211.125,0.1964,0.198064002588476
211.13,0.1966,0.19817647834320481
211.135,0.1968,0.19820807531305584
211.14,0.197,0.19818158166688624
211.145,0.1972,0.1981314357984199
211.15,0.1974,0.19807756093100254
211.155,0.1976,0.19801290280659556
211.16,0.1978,0.1979120152527467
211.165,0.198,0.1977520140281352
211.17,0.1981,0.19753290031357942
211.175,0.1981,0.19728485084173675
211.18,0.1981,0.1970577133914447
211.185,0.1981,0.19690084004009467
211.19,0.198,0.19684441373952669
211.195,0.1979,0.1968880004970233
211.2,0.1978,0.19700237659922282
211.205,0.1977,0.1971471924071253
211.21,0.1975,0.1972922130672974
211.215,0.1973,0.19742810045217132
211.22,0.1971,0.19756673890306467
211.225,0.197,0.19773268391857232
211.23,0.197,0.19794531049981184
211.235,0.197,0.19820358383398123
211.24,0.1971,0.19848710010612647
211.245,0.1972,0.19876929830142182
211.25,0.1973,0.199031934990465
211.255,0.1975,0.19927592498739946
211.26,0.1976,0.19952261790975281
211.265,0.1978,0.19980243640785447
211.27,0.198,0.20013820220048245
211.275,0.1983,0.20053166510457818
211.28,0.1985,0.2009594020561354
211.285,0.1988,0.20138274379044974
211.29,0.199,0.20176626491122104
211.295,0.1993,0.20209201337961016
211.3,0.1996,0.2023622253151633
211.305,0.1999,0.20259005731381885
211.31,0.2002,0.20278314823344407
211.315,0.2006,0.20293105296877342
211.32,0.201,0.20300594180573012
211.325,0.2014,0.20297713781860544
211.33,0.2017,0.20283198214840045
211.335,0.202,0.20258797575292484
211.34,0.2023,0.20228466672897955
211.345,0.2025,0.20196198275091704
211.35,0.2027,0.20164196481896032
211.355,0.2028,0.20132356207972502
211.36,0.2028,0.200989033012154
211.365,0.2028,0.20061839493600533
211.37,0.2026,0.20020817916583847
211.375,0.2024,0.19978359719654168
211.38,0.2022,0.19939362182992526
211.385,0.2019,0.19909117615370855
211.39,0.2016,0.19891063327797914
211.395,0.2013,0.1988547417481132
211.4,0.2009,0.19889676885189642
211.405,0.2006,0.19899630365663784
211.41,0.2002,0.1991198240705771
211.415,0.1998,0.1992547333410463
211.42,0.1995,0.1994099340975294
211.425,0.1992,0.19960193680477895
211.43,0.1991,0.1998346223188479
211.435,0.199,0.20008677973766648
211.44,0.199,0.2003153352744467
211.445,0.1991,0.20047229293283297
211.45,0.1992,0.20052619288191809
211.455,0.1993,0.20047594412011152
211.46,0.1995,0.2003489996376618
211.465,0.1997,0.20018478471443668
211.47,0.1999,0.20001329075908675
211.475,0.2001,0.19984039765802106
211.48,0.2003,0.1996464391936007
211.485,0.2004,0.19939991456013606
211.49,0.2004,0.19908069442687132
211.495,0.2003,0.19869769307253662
211.5,0.2002,0.19828976645529417
211.505,0.2001,0.1979131330831338
211.51,0.2,0.19762231224608554
211.515,0.1998,0.19744932671652432
211.52,0.1996,0.1973933428056047
211.525,0.1993,0.197429785625423
