t,reference,measured,noisy
200.025,0.2,-9.134768175757317e-06,-0.29241572795433296
200.03,0.2,-7.791826497624747e-05,-0.2749067430915818
200.035,0.2,-0.0003285961527716272,-0.12951020943819366
200.04,0.2,-0.0009319483580747643,0.018595392958166305
200.045,0.2,-0.002029528943499172,0.28889276193106994
200.05,0.2,-0.0036475885867033654,0.3553278230220634
200.055,0.2,-0.005652389776817818,0.1938189505956178
200.06,0.2,-0.007786942025963581,-0.08855995834073474
200.065,0.2,-0.009775804497399008,-0.08329576223959537
200.07,0.2,-0.011417829704548606,-0.022813767017733577
200.075,0.2,-0.012612436564899087,-0.16906992688654335
200.08,0.2,-0.013348165157453415,-0.10230862761165985
200.085,0.2,-0.01367809077170634,0.21323950042734025
200.09,0.2,-0.0136536810226328,0.481788930210694
200.095,0.2,-0.013238365778093888,0.15937984336171182
200.1,0.2,-0.012289198068354277,0.2258203594711323
200.105,0.2,-0.010624846052085019,-0.07842048438776128
200.11,0.2,-0.008117350125596957,-0.17986468700005093
200.115,0.2,-0.004764276549545437,-0.2607266254938106
200.12,0.2,-0.0007068886972039461,0.15590499964502938
200.125,0.2,0.0038400191253923385,0.3274454331792067
200.13,0.2,0.008707611895607953,0.3463714543629609
200.135,0.2,0.01384848204683956,0.37412401421048797
200.14,0.2,0.019324888454956335,0.03203402008543754
200.145,0.2,0.025220862168723962,-0.3430694838165528
200.15,0.2,0.03152027700976828,-0.2144441128145337
200.155,0.2,0.0380470879652217,0.036749157179379516
200.16,0.2,0.044525755840861936,0.10688847575143876
200.165,0.2,0.05069772039477752,0.3534428987717915
200.17,0.2,0.05641284102552454,0.4076568670396816
200.175,0.2,0.06167043938219351,0.3282267516565492
200.18,0.2,0.06659594056086603,0.09738275775240468
200.185,0.2,0.07135704562291567,-0.03235977511818418
200.19,0.2,0.07605927977994784,-0.36843795907712584
200.195,0.2,0.08066662243177015,-0.1742805643151843
200.2,0.2,0.08499266079489763,-0.019626327911191774
200.205,0.2,0.08877967649716015,0.19142818024812958
200.21,0.2,0.09181776463133931,0.41265241139431874
200.215,0.2,0.0940410036332586,0.4680082502925745
200.22,0.2,0.09555495143820866,0.04881666203449993
200.225,0.2,0.09656157049611509,-0.18918689985308046
200.23,0.2,0.09722130133812343,-0.23035534042452016
200.235,0.2,0.09756567157255447,-0.003975572071259009
200.24,0.2,0.09752035830190371,0.04870307941663439
200.245,0.2,0.09699514408838517,0.3675398862215366
200.25,0.2,0.09597839147751755,0.44870463240584224
200.255,0.2,0.0945988158675246,0.4358649259096966
200.26,0.2,0.09312249225859684,0.24553656383949632
200.265,0.2,0.0918767332126761,-0.008930870106384568
200.27,0.2,0.09113512106561338,-0.18011558000144448
200.275,0.2,0.09102211964253012,-0.1444869760747905
200.28,0.2,0.09149419801855165,0.14944024829061153
200.285,0.2,0.09241617372627148,0.3938284893604463
200.29,0.2,0.09368622657613973,0.5404175729639721
200.295,0.2,0.09532650876986459,0.4322530099230687
200.3,0.2,0.09748285936639907,0.2068448584119832
200.305,0.2,0.10034121107527863,0.051739576253748074
200.31,0.2,0.10401605946635147,-0.21933706253844237
200.315,0.2,0.10847413724191231,0.09225852696258494
200.32,0.2,0.11353944156826308,0.0827529436474029
200.325,0.2,0.11896722055116415,0.18578810980539126
200.33,0.2,0.1245266968847734,0.4300668015005261
200.335,0.2,0.13006151350585052,0.2886585033382457
200.34,0.2,0.13550897183083968,0.161801492426298
200.345,0.2,0.14085714158098384,0.009833654604984088
200.35,0.2,0.14606455489292322,-0.28686178930130357
200.355,0.2,0.15099159630355052,-0.09244056531076827
200.36,0.2,0.15539658467571488,0.1790261205628991
200.365,0.2,0.15902749976945654,0.5380904043939773
200.37,0.2,0.16175496467121903,0.47810216196566163
200.375,0.2,0.16364380293387362,0.4460351919346911
200.38,0.2,0.16491888740902902,0.18393458513231653
200.385,0.2,0.16585661205312374,-0.1070311401967312
200.39,0.2,0.16666128181844625,-0.0777399559262477
200.395,0.2,0.16739424512176018,-0.010233401749774159
200.4,0.2,0.16799721264548814,0.29571834305284406
200.405,0.2,0.16838614292662957,0.4114360687541475
200.41,0.2,0.16855122756408783,0.5143757551490435
200.415,0.2,0.16860408520228706,0.354886646107503
200.42,0.2,0.16875130641582936,0.27441466508541
200.425,0.2,0.16921893520591375,0.08845343635919303
200.43,0.2,0.17016666148242338,-0.12916197950482705
200.435,0.2,0.17162025581419993,-0.07302859753396776
200.44,0.2,0.17346199732197334,0.28451909800606895
200.445,0.2,0.17550303472020382,0.22390420140141437
200.45,0.2,0.17758694649784332,0.5515219446735168
200.455,0.2,0.17965820769425356,0.3786409777633823
200.46,0.2,0.18176831240072985,0.18826524948207146
200.465,0.2,0.18401363621338432,0.053127995784004595
200.47,0.2,0.1864384148734074,-0.2516380810655224
200.475,0.2,0.18896698045787236,0.15657482315970217
200.48,0.2,0.1914223488370002,0.29376701330978305
200.485,0.2,0.19362600098941193,0.40398306484359675
200.49,0.2,0.19550098924142742,0.6969812511100663
200.495,0.2,0.1971269716968777,0.5520337780666357
200.5,0.2,0.19872344489988672,0.07796543218232779
200.505,0.2,0.2005396589694404,0.02100136515756436
200.51,0.2,0.20272088331279292,0.022383830121166487
200.515,0.2,0.20525513317621252,0.0010015856359628771
200.52,0.2,0.20800731960222188,0.28071258286680184
200.525,0.2,0.21080341729844543,0.5253801367656488
200.53,0.2,0.21353721718906601,0.6435695970754467
200.535,0.2,0.21624174655560918,0.43043009218858586
200.54,0.2,0.21906934609513576,0.2843834511867193
200.545,0.2,0.22219563092967629,0.035579203280742065
200.55,0.2,0.22571439603943874,0.018172446995388822
200.555,0.2,0.229578574955063,-0.04529858546929958
200.56,0.2,0.2336035565615552,0.09107562266060984
200.565,0.2,0.23753192960903766,0.5541714725120241
200.57,0.2,0.24114856017658093,0.5565913250724425
200.575,0.2,0.24438141530515495,0.5024286013673523
200.58,0.2,0.247302731401552,0.10299603277055604
200.585,0.2,0.25002412267283936,-0.12925632779867444
200.59,0.2,0.25256400647587773,-0.18271932517077458
200.595,0.2,0.2547834421426845,0.05093832620449333
200.6,0.2,0.25643427325640406,0.2756446191408598
200.605,0.2,0.2572818618359831,0.539993389645174
200.61,0.2,0.2572212427255336,0.4422680930756887
200.615,0.2,0.25631956765761016,0.4261117562090531
200.62,0.2,0.25477528784304276,0.26038054299829505
200.625,0.2,0.2528309980214185,0.0008823338384176104
200.63,0.2,0.25067628146423976,-0.06459686802206203
200.635,0.2,0.24837859507334312,-0.04358569769001722
200.64,0.2,0.24588515323126245,0.27970135440006705
200.645,0.2,0.24310057633745946,0.371861358092695
200.65,0.2,0.2399879665084686,0.5053938044409859
200.655,0.2,0.23662969709133144,0.47252915096399783
