t,true_position,command
107.155,0.0,-0.24232517688147326
107.16,0.0,-0.02847803553504462
107.165,0.0,0.2064840556813778
107.17,0.0,0.30533784703532896
107.175,0.0,0.1640572987512713
107.18,0.0,0.010380966952662732
107.185,0.0,-0.3619137036006843
107.19,-0.0262,-0.3017790031399391
107.195,-0.0023,-0.019558905463821177
107.2,0.0477,0.09069715533683458
107.205,0.0944,0.24129584548048327
107.21,0.089,0.21215016410519077
107.215,0.0467,0.18162421334576823
107.22,-0.0034,0.180477349905251
107.225,-0.0279,-0.23645649351960046
107.23,-0.0014,-0.06128127999667431
107.235,0.0432,-0.11716647326486436
107.24,0.0931,0.18518241250541506
107.245,0.1335,0.294103520039772
107.25,0.1531,0.44923956081509275
107.255,0.135,0.26336155578007703
107.26,0.0849,0.19883785621109012
107.265,0.0348,0.031752781676231814
107.27,0.0326,-0.10971953535864452
107.275,0.0824,-0.24770149223972454
107.28,0.1322,0.12730552144355123
107.285,0.1805,0.5586300813335778
107.29,0.2008,0.4991246244145234
107.295,0.177,0.33763205454045203
107.3,0.1269,0.17690150998359822
107.305,0.0764,0.09121298928365985
107.31,0.0667,-0.2693360139527316
107.315,0.1044,-0.0763799045478376
107.32,0.1543,0.21198147234750503
107.325,0.2052,0.33930920042024015
107.33,0.2212,0.34201837499237875
107.335,0.187,0.3151789334860674
107.34,0.1408,0.22400930804961416
107.345,0.0905,0.043728913343226164
107.35,0.0875,0.010799256047816466
107.355,0.1372,-0.13689203190798532
107.36,0.187,0.19081690138756763
107.365,0.2349,0.31081307425771937
107.37,0.2501,0.6195830368529915
107.375,0.2208,0.4776254725929066
107.38,0.1706,0.1482220763068871
107.385,0.1203,0.01044713397791043
107.39,0.1135,-0.20988839983148216
107.395,0.1553,-0.023779054030346122
107.4,0.2051,0.11705539687528312
107.405,0.255,0.43822166001224216
107.41,0.2621,0.5068292252071531
107.415,0.2136,0.41921844470269903
107.42,0.1633,0.25264318714423256
107.425,0.113,0.00111641110255567
107.43,0.0917,-0.1960152023451503
107.435,0.1212,-0.1423596898456162
107.44,0.1709,0.11304698681309318
107.445,0.2208,0.4361907887028953
107.45,0.2522,0.4555611906894092
107.455,0.2297,0.46419693666957934
107.46,0.1795,0.2566752808141554
107.465,0.1278,-0.0037552286181656708
107.47,0.1039,-0.12366341142716107
107.475,0.1291,0.057529151977396845
107.48,0.1789,0.18028280928587792
107.485,0.2313,0.3510753673557384
107.49,0.2589,0.5605712132908806
107.495,0.2364,0.4622383071307579
107.5,0.1861,0.20628829689652461
107.505,0.1371,-0.1846602622386863
107.51,0.1312,-0.04353782225309405
107.515,0.166,0.010898516663050195
107.52,0.2157,0.1981138560053715
107.525,0.2655,0.6253632096359368
107.53,0.2779,0.5538559820921409
107.535,0.238,0.5365776362705676
107.54,0.1878,0.19793443437336936
107.545,0.1376,-0.19714229704438585
107.55,0.1289,0.0012243665198395787
107.555,0.1684,-0.030331944903236485
107.56,0.2182,0.2045495705790984
107.565,0.268,0.4426971309093147
107.57,0.2782,0.588889214283825
107.575,0.2357,0.4770163733599854
107.58,0.1855,0.2124107926882918
107.585,0.1353,-0.006462421313190712
107.59,0.1285,-0.03426042605212057
107.595,0.1696,0.12690043022333197
107.6,0.2194,0.20583261259526278
107.605,0.2702,0.5092569273335523
107.61,0.2812,0.46088942618494616
107.615,0.2424,0.47044444077200126
107.62,0.1922,0.13059650840561274
