t,true_position,command
272.269999999,0.0,-0.06732434400425395
272.274999999,0.0,-0.15895769176314606
272.279999999,0.0,0.12043155226087995
272.285,0.0,0.21077571874743184
272.29,0.0,0.1903915274481562
272.295,0.0,0.26724454860634944
272.3,0.0,-0.023482837720929184
272.305,-0.0392,-0.06008599751645248
272.31,-0.0404,-0.2555577004440941
272.315,0.0092,-0.21738529800558942
272.32,0.0591,-0.011651117972518651
272.325,0.1094,0.2836001472218795
272.329999999,0.1121,0.4464004574924021
272.334999999,0.0625,0.23783925202915163
272.339999999,0.0124,0.04671019707102438
272.345,-0.0384,-0.2924367373525545
272.35,-0.053,-0.2902572281895813
272.355,-0.0192,-0.21068867229915283
272.36,0.0307,0.07946167179336149
272.365,0.0811,0.2548606850334304
272.37,0.0947,0.38254765367574817
272.375,0.0604,0.22869667146858774
272.38,0.0103,-0.02860266047812965
272.385,-0.0398,-0.44961744627737926
272.39,-0.0417,-0.4144738440574321
272.394999999,0.0076,-0.12671037863748608
272.399999999,0.0575,0.1316137167352256
272.404999999,0.1073,0.30391494065099556
272.41,0.1088,0.1901314107996174
272.415,0.0615,0.2124466207083067
272.42,0.0113,0.07351888559528838
272.425,-0.0382,-0.1012279881821435
272.43,-0.0336,-0.0852093739597327
272.435,0.0148,-0.05986203535806155
272.44,0.0647,-0.03535136959076712
272.445,0.1146,0.312313277281116
272.45,0.1243,0.4885166871287436
272.454999999,0.0896,0.3456652544398702
272.459999999,0.0395,-0.07067872299377313
272.464999999,-0.0022,-0.21155627763338808
272.47,-0.0202,-0.35793841377983876
272.475,0.0002,-0.34125027616045506
272.48,0.0501,0.18841524511872787
272.485,0.102,0.2163951098312159
272.49,0.1044,0.35087857666514566
272.495,0.0544,0.16758126439532078
272.5,0.0042,0.16827461185904147
272.505,-0.0467,-0.4481933678386409
272.51,-0.049,-0.2799798964523033
272.515,0.0009,-0.14614252991425225
272.519999999,0.0507,0.012859519021421753
272.524999999,0.0962,0.2780323705711872
272.529999999,0.1271,0.34645604872367447
