t,true_position,command
14.295,0.0,0.20494101129305844
14.3,0.0,0.14470809631288334
14.305,0.0,-0.2867231290812207
14.31,0.0,-0.1133536529450314
14.315,0.0,-0.20790461692271317
14.32,0.0,0.08553727090399568
14.325,0.0,0.29671957673421473
14.33,0.0501,0.431610376473437
14.335,0.047,0.2521184038381322
14.34,-0.0031,-0.002691072844181387
14.345,-0.0521,-0.20902913692996922
14.35,-0.0536,-0.21009500118859775
14.355,-0.0037,-0.29360005099459646
14.36,0.0462,0.2007281655768775
14.365,0.0968,0.1949620125896529
14.37,0.0986,0.22056060552854267
14.375,0.0518,0.21127237634677595
14.38,0.0016,0.1680863981110749
14.385,-0.0487,-0.35310621120754293
14.39,-0.0501,-0.16785425302331664
14.395,-0.0004,-0.12857003353112417
14.4,0.0495,0.08860852720924828
14.405,0.0994,0.2603787281873165
14.41,0.1348,0.35504159610566693
14.415,0.1189,0.4457659409916248
14.42,0.0688,0.10358070415921772
14.425,0.0187,-0.08211972072229072
14.43,0.0131,-0.2843332986834439
14.435,0.0546,-0.23579695876333456
14.44,0.1045,0.19548698808034032
14.445,0.1543,0.33000510776273223
14.45,0.1648,0.3586801889590841
14.455,0.127,0.23913119103749636
14.46,0.0769,-0.02041430746657752
14.465,0.0268,-0.44596571448432154
14.47,0.0251,-0.2049782016986143
14.475,0.0748,0.01930042096062816
14.48,0.1247,0.30928080738404445
14.485,0.1695,0.27058336974939606
14.49,0.1625,0.2787602758471709
14.495,0.1136,0.3209005794855335
14.5,0.0633,0.013031570096777717
14.505,0.0337,-0.22432540513545823
14.51,0.054,-0.13229267643738168
14.515,0.1036,-0.052995536864598514
14.52,0.1534,0.1942162492746184
14.525,0.2033,0.25521020445058734
14.53,0.2068,0.42767170886063116
14.535,0.1571,0.3512681532933907
14.54,0.107,0.18481263018080102
14.545,0.0568,-0.25824132184882787
14.55,0.0561,-0.1720214011064769
14.555,0.1057,-0.1382980195081483
14.56,0.1556,0.1661428741575936
14.565,0.2055,0.3903019199997561
14.57,0.2232,0.4244781843575309
14.575,0.1902,0.33160545480896536
14.58,0.1401,0.19689982799292063
14.585,0.09,-0.1842443022499492
14.59,0.0855,-0.4612183709983944
14.595,0.1282,-0.1828965737942142
14.6,0.178,0.1924825313249852
14.605,0.2278,0.37452632839771816
14.61,0.2418,0.5977899013599243
14.615,0.2075,0.42593029258854176
14.62,0.1574,0.12456843497835583
14.625,0.1066,-0.16044115745597043
14.63,0.1045,-0.17999733460953166
14.635,0.148,-0.053502725231960466
14.64,0.1978,0.2014430831239586
14.645,0.2476,0.3306775533891601
14.65,0.2523,0.5688066065629245
14.655,0.203,0.48836237460637216
14.66,0.1528,0.19341827299332623
14.665,0.1027,-0.23077597815235235
14.67,0.1007,-0.20043338389470944
14.675,0.1472,-0.048046072632924694
14.68,0.197,0.07540540482418147
14.685,0.2469,0.40677881660923565
14.69,0.2582,0.5496866401254423
14.695,0.2195,0.29639302854341254
14.7,0.1694,0.20455101062548062
14.705,0.1187,-0.12138780968023939
14.71,0.0884,-0.2865162651675905
14.715,0.1092,-0.15598007937259867
14.72,0.1591,0.191449223733825
14.725,0.2081,0.34710944080671746
14.73,0.2268,0.4337488029807415
14.735,0.1978,0.19354974657399537
14.74,0.1476,0.2076795582142069
14.745,0.0974,-0.20673898316591238
14.75,0.0947,-0.14015769182768129
14.755,0.1401,-0.08280609740020604
14.76,0.1899,0.18569908415525288
14.765,0.2111,0.3056318617937923
14.77,0.2101,0.5721146181842673
14.775,0.1855,0.3807436362614476
14.78,0.1353,0.19419084997412972
14.785,0.0852,0.06074050367997476
14.79,0.0823,-0.004647714261363858
14.795,0.1299,0.09432227490367841
14.8,0.1798,0.16622582027569988
14.805,0.2308,0.35798568724493823
14.81,0.245,0.5292515390953411
14.815,0.2091,0.5563023123511123
14.82,0.159,0.18123463287324626
14.825,0.1248,0.013573874118052179
14.83,0.1271,-0.1624863785507999
14.835,0.1603,0.05547456487765663
14.84,0.2102,0.19301599710287662
14.845,0.26,0.4959729947292462
14.85,0.2663,0.5725849420373863
14.855,0.2225,0.3670463617855689
14.86,0.1724,0.22444558856721547
14.865,0.1266,-0.16463488865767034
14.870000000000001,0.127,-0.18649973825890231
14.875,0.1665,0.1757170544942092
14.88,0.216,0.20672041811515504
14.885,0.2658,0.415877940927191
14.89,0.2778,0.5278888625001921
14.895,0.2424,0.3123435854260623
14.9,0.1922,0.22835239290496873
14.905,0.1684,0.03272714197985711
14.91,0.1772,-0.25341326203829134
14.915,0.2074,0.04034117514887076
14.92,0.2572,0.20294239957407562
14.925,0.2893,0.42790054968154073
14.93,0.2827,0.5502549941265
14.935,0.2478,0.5434865765190179
14.94,0.1976,0.07241994347205154
14.945,0.1475,0.06149434169537872
14.95,0.1387,-0.07962186933165445
14.955,0.1773,0.012356595044687814
14.96,0.2271,0.13876095486798679
14.965,0.277,0.4013703962267855
14.97,0.2849,0.464820511730129
14.975,0.2349,0.23864471153973016
14.98,0.1847,0.20829142842649057
14.985,0.1345,0.0060366562683697375
14.99,0.1132,-0.21372867989311634
14.995000000000001,0.1431,0.054145849656728307
15.0,0.1929,0.16620604121308208
15.005,0.2243,0.24394456184596164
15.01,0.226,0.5063826845027792
15.015,0.199,0.30673222131558847
15.02,0.1487,0.132264369064713
15.025,0.1079,-0.16173944487629938
15.03,0.109,-0.28998081193653724
15.035,0.1461,0.021966943828708993
15.04,0.1925,0.21957802337478038
15.045,0.2374,0.4186312832942997
15.05,0.2343,0.3934734890694544
15.055,0.1881,0.5427887001989221
15.06,0.1379,0.18872989158152098
15.065,0.0925,0.06850275629314868
15.07,0.0995,-0.11323257245850175
15.075,0.1475,0.04397566132312154
15.08,0.1978,0.2010053492299562
15.085,0.247,0.44090405869877897
15.09,0.2574,0.38503964221485865
15.095,0.2196,0.319035722618148
15.1,0.1694,0.1945101515529677
15.105,0.1203,-0.11158086049707182
15.11,0.1243,-0.14105790962505088
15.115,0.1652,0.09782939861381329
15.12,0.2151,0.20110173340591297
15.125,0.2583,0.4189956584801306
15.13,0.2592,0.6727955778306172
15.135,0.2209,0.37275595440181586
15.14,0.1707,0.21598406823239563
15.145,0.1346,0.13864082525877652
15.15,0.1418,-0.07752246965260091
15.155,0.1773,-0.1116879960150584
15.16,0.2271,0.19574910057395142
15.165,0.2769,0.49408523598265613
15.17,0.2845,0.47550240508226566
15.175,0.2468,0.4998400753801681
15.18,0.198,0.11769512187624522
15.185,0.1479,-0.02482314666115086
15.19,0.1364,-0.1722630452766643
15.195,0.1737,-0.13035723453075804
15.2,0.2233,0.2398872928434927
15.205,0.2731,0.6328971691092531
15.21,0.2796,0.5244476814764796
15.215,0.2295,0.4736323049263706
15.22,0.1796,0.16326738417061154
15.225,0.1294,-0.12356690440816247
15.23,0.1257,-0.09342928122452242
15.235,0.1744,0.020980935836399622
15.24,0.2243,0.21116717376111455
15.245,0.2741,0.5319744310331356
15.25,0.2801,0.3869605720489364
15.255,0.233,0.4997301417424141
15.26,0.1828,0.23724053593547678
15.265,0.1324,-0.22371972533387857
15.27,0.1295,-0.14733184741849487
15.275,0.17,0.17086592086002567
15.28,0.2198,0.19976589890054933
15.285,0.2704,0.37175914487496076
15.29,0.285,0.5261681974037986
15.295,0.2549,0.33941300371946176
15.3,0.2046,0.21305627568353014
15.305,0.1767,0.1207567274615242
15.31,0.1793,-0.03445788357040708
15.315,0.2063,-0.01921805413540799
15.32,0.2561,0.19987917079019485
15.325,0.2946,0.36385760578736154
15.33,0.29,0.29969233032454284
15.335,0.2484,0.43879716649257916
15.34,0.1984,0.16078704835958982
15.345,0.1482,-0.003572239406524097
15.35,0.1365,-0.14379226234349035
15.355,0.175,0.0663129530013111
15.36,0.2221,0.24008106013044606
15.365,0.2639,0.2787666119272955
15.37,0.2719,0.3968400020771407
15.375,0.2231,0.39757227545518853
15.38,0.1728,0.1388238642479301
15.385,0.1287,-0.015611559010310305
15.39,0.1368,-0.15618437372777594
15.395,0.1834,0.04455622933856207
15.4,0.2292,0.1982621634950537
15.405,0.2789,0.31833759314153154
15.41,0.2893,0.3654678901099026
15.415,0.24,0.2349373167040834
15.42,0.1898,0.12449552113494154
15.425,0.1393,0.052299841758097446
15.43,0.1324,-0.19959185708358818
15.435,0.1714,-0.1337992002297505
15.44,0.2212,0.16519427739688994
15.445,0.2453,0.6443484196549725
15.45,0.2268,0.5186705820691878
15.455,0.1792,0.24015188880839328
15.46,0.1298,0.16926934153486262
15.465,0.0796,-0.15731554907701728
15.47,0.0744,-0.26592628262035356
15.475,0.1188,-0.3252611781990444
15.48,0.1686,0.2047828182940974
15.485,0.2068,0.4535336460174159
15.49,0.2051,0.3762058971304167
15.495,0.1756,0.20668196477598016
15.5,0.1254,0.10875038177745654
15.505,0.075,-0.21521136186210493
15.51,0.0709,-0.22038744634652369
15.515,0.1203,-0.3331160497051687
15.52,0.1701,0.2517971529540975
15.525,0.1987,0.4415832518929058
15.53,0.1841,0.47718376930089884
15.535,0.1438,0.3472755302733133
15.54,0.0936,0.19328748063206483
15.545,0.0434,-0.05844776507709973
15.55,0.0399,-0.12025888549409956
15.555,0.0896,0.18934874279010055
15.56,0.1395,0.1666422720028773
15.565,0.1895,0.29521306723876856
15.57,0.2135,0.45667600421940197
15.575,0.1856,0.2301364392459671
15.58,0.1354,0.1341109785248049
15.585,0.1264,0.19264983538377042
15.59,0.1453,-0.017564310652310844
15.595,0.1739,0.1344174389050529
15.6,0.2237,0.23842027784464748
15.605,0.2455,0.5005646293486983
15.61,0.2226,0.4027410169274948
15.615,0.2,0.4973065043497393
15.62,0.1741,0.26505237575525015
15.625,0.1447,-0.033301783439712185
15.63,0.1618,-0.17702934081494892
15.635,0.2034,-0.16123101570810255
15.64,0.2532,0.20241982592472316
15.645,0.3029,0.40497621584384386
15.65,0.3194,0.5681092777833873
15.655,0.2828,0.48043942263827283
15.66,0.2326,0.14322366786980523
15.665,0.1825,-0.015071374664222911
15.67,0.1651,-0.14131825025787986
15.675,0.198,0.007048480301011642
15.68,0.2478,0.13153971061374625
15.685,0.298,0.3904942059515661
15.69,0.3036,0.5360708757786534
15.695,0.2534,0.37042773048170047
15.7,0.2033,0.18753989946532107
15.705,0.1516,-0.10020017604671029
15.71,0.1271,-0.11436749278125476
15.715,0.1526,0.1762123777768006
15.72,0.2016,0.22666339707138727
15.725,0.2515,0.327862038417084
15.73,0.2603,0.46768354573229437
15.735,0.2198,0.4667136762780704
15.74,0.1696,0.26972698383890686
15.745,0.151,-0.09135386702447905
15.75,0.1714,-0.09139350161218916
15.755,0.2071,0.05873035130750434
15.76,0.2569,0.33971845214461843
15.765,0.3067,0.4343373411431746
15.77,0.3212,0.576871207886768
15.775,0.2852,0.5942883649108935
15.78,0.2358,0.20884481406584138
15.785,0.1857,0.19569149381164233
15.79,0.183,0.09072521625152473
15.795,0.2326,0.17434008596958994
15.8,0.2825,0.263311520035605
15.805,0.3332,0.35559333470381266
15.81,0.3368,0.5693454020748064
15.815,0.2876,0.3950853526195818
15.82,0.2422,0.2007690569192993
15.825,0.2073,-0.014563742531519985
15.83,0.2129,-0.10093804516410619
15.835,0.248,0.011020767473880394
15.84,0.2964,0.42128090449716316
15.845,0.3378,0.6216028985370704
15.85,0.329,0.6108629630344495
15.855,0.2801,0.32335117080583675
15.86,0.2299,0.34480612396580984
15.865,0.1787,0.030254550715771274
15.870000000000001,0.1768,-0.07276281531549944
15.875,0.2267,0.08586885564848343
15.88,0.2766,0.1926376937032309
15.885,0.3068,0.2752305075163312
15.89,0.3207,0.6998677668109153
15.895,0.3021,0.3771075747375292
15.9,0.2519,0.21191296418606248
15.905,0.2013,0.19796960205160474
15.91,0.1794,0.036632600328314585
15.915,0.2017,-0.0523013394694839
15.92,0.2426,0.19987368207334796
15.925,0.2914,0.3905826738894132
15.93,0.2927,0.5963653864313196
15.935,0.2579,0.5292169569642227
15.94,0.2199,0.1976840992515659
15.945,0.1697,0.07122292922344318
15.95,0.1547,0.056621838058632815
15.955,0.1891,0.053537508792172075
15.96,0.2389,0.19723682119748062
15.965,0.2888,0.34482169053907824
15.97,0.2947,0.6731068892724437
15.975,0.2489,0.4634692965353266
15.98,0.1987,0.2016858134813112
15.985,0.1487,-0.0383970275818727
15.99,0.1409,-0.22779783952773192
15.995000000000001,0.1776,0.12135977707602644
16.0,0.2272,0.17482656075918607
16.004999999,0.2773,0.37260290985751027
16.01,0.2856,0.44328370865393646
16.015,0.2425,0.4989093267253783
16.02,0.1923,0.19070447403338828
16.024999999,0.1565,0.08397093883081437
16.03,0.1522,-0.056829538705006344
16.035,0.1814,-0.10637313621868423
16.04,0.2312,0.29354957047203345
16.045,0.2819,0.3597842790473827
16.05,0.2896,0.5416661191682421
16.055,0.243,0.35518808427463694
16.059999999,0.1928,0.2012844902950074
16.065,0.1425,0.04811741490093764
16.07,0.1386,-0.19364641507463093
16.075,0.1884,0.03794864724613535
16.079999999,0.2382,0.21106090865077248
16.085,0.2858,0.47957827100084466
16.09,0.2828,0.4346180636924769
16.094999999,0.2397,0.3110706287572102
16.1,0.1896,0.09875793111491694
16.105,0.139,-0.1595278838215814
16.11,0.1358,-0.14962147290148792
16.114999999,0.1758,0.14354335701726634
16.12,0.2256,0.19691106560628904
16.125,0.2652,0.47113971174283636
16.129999999,0.2534,0.5245477308644952
16.135,0.206,0.4257701468509187
16.14,0.1558,0.20282121246355472
16.145,0.1328,-0.09345431636353256
16.149999999,0.1479,-0.04194896294965335
16.155,0.1815,-0.056893817662637694
16.16,0.2313,0.2622695811927022
16.165,0.2811,0.24668749041607047
16.17,0.2889,0.349021687262633
16.175,0.2464,0.44971087445984487
16.18,0.1962,0.20504664751323987
16.184999999,0.146,-0.08302444521604373
16.19,0.1422,-0.04746671093124301
16.195,0.1846,0.007270093129775113
16.2,0.2227,0.3083988016781316
16.204999999,0.2725,0.6225504868208944
16.21,0.2827,0.4855964336222029
16.215,0.242,0.36592287409509183
16.219999999,0.1918,0.20017744824253228
16.225,0.1416,0.08675616927291467
16.23,0.138,-0.116377743262794
16.235,0.1874,0.08457304699414363
16.239999999,0.2372,0.19585109722672847
16.245,0.2851,0.399388001213388
16.25,0.286,0.5633319327612247
16.254999999,0.2422,0.45237359093155666
16.26,0.192,0.20934256117490313
16.265,0.148,-0.0022145193529391066
16.27,0.1456,-0.04155065244536177
16.274999999,0.1814,-0.026016897081736073
16.28,0.231,0.2659559985337932
16.285,0.2808,0.2971298806786235
16.29,0.2875,0.6478184916107294
16.295,0.2481,0.282099847304712
16.3,0.1979,0.18439653793802657
16.305,0.1478,-0.09372185203808518
16.309999999,0.1451,-0.010687185926537043
16.315,0.1942,0.0668744812095815
16.32,0.2417,0.2941826610694293
16.325,0.2708,0.4243280541289837
16.329999999,0.2573,0.3153048813081512
16.335,0.2172,0.4466514896586084
16.34,0.1671,0.09214483640491523
16.344999999,0.125,-0.14570445751007466
16.35,0.1336,-0.2993849284443153
16.355,0.1834,-0.013229174182668405
16.36,0.2318,0.1498211170475442
16.364999999,0.2748,0.3765015399061656
16.37,0.2836,0.5220112221070944
16.375,0.2334,0.4548594403411021
16.379999999,0.1832,0.1985508046332744
16.385,0.1329,0.0511572214111153
16.39,0.1142,-0.2693950176070203
16.395,0.1463,0.09675099262531782
16.399999999,0.1961,0.204491187340956
16.405,0.2459,0.5201115982348594
16.41,0.2616,0.48338907300654027
16.415,0.2232,0.5174607468518062
16.42,0.173,0.2937180157543819
16.425,0.1361,0.07633015861253087
16.43,0.1418,-0.16970119142208295
16.434999999,0.1802,0.11767623546617055
16.44,0.23,0.18985498710617232
16.445,0.2798,0.5576747502299908
16.45,0.3071,0.5755727507943269
16.454999999,0.2816,0.4475575986173418
16.46,0.2313,0.07550367467288606
16.465,0.1865,0.20605604622537194
16.469999999,0.1739,-0.06664668607003459
16.475,0.1997,-0.11112647374378602
16.48,0.2495,0.18414836219963637
16.485,0.2992,0.43986393707477217
16.489999999,0.309,0.4038813177675967
16.495,0.2662,0.38381517171744783
16.5,0.2282,0.20138497112107526
16.504999999,0.1774,-0.22240135139313993
16.51,0.1565,0.006110530338485451
16.515,0.1867,-0.10033762406441364
16.52,0.2365,0.19136035164748086
16.524999999,0.2864,0.4272821677308343
16.53,0.2914,0.5931544795638324
16.535,0.2465,0.4138061563973331
16.54,0.1965,0.20704844367459468
16.545,0.1462,-0.2248632387516617
16.55,0.1333,-0.04927042919209289
16.555,0.1707,-0.19429336612430786
16.559999999,0.2204,0.15175696515410386
16.565,0.2702,0.5600791436121755
16.57,0.283,0.5400862041951262
16.575,0.2406,0.5196698236504596
16.579999999,0.1914,0.06669186058697706
